,SDATE,energy,temphigh,templow,is_holiday,wind,humidity,tempavg,hour,dayofweek,weekofyear
673,2020-01-03 04:00:00,577.2999999999303,-3,-7,0,2,63,-5,4,5,1
674,2020-01-03 05:00:00,575.0999999999767,-3,-7,0,2,63,-5,5,5,1
675,2020-01-03 06:00:00,567.9000000000233,5,-6,0,5,46,0,6,5,1
676,2020-01-03 07:00:00,574.5,5,-6,0,5,46,0,7,5,1
677,2020-01-03 08:00:00,523.3000000000466,5,-6,0,5,46,0,8,5,1
678,2020-01-03 09:00:00,611.0,5,-6,0,5,46,0,9,5,1
679,2020-01-03 10:00:00,533.5,5,-6,0,5,46,0,10,5,1
680,2020-01-03 11:00:00,294.5,5,-6,0,5,46,0,11,5,1
681,2020-01-03 12:00:00,373.90000000002334,7,3,0,6,26,5,12,5,1
682,2020-01-03 13:00:00,385.7999999999302,7,3,0,6,26,5,13,5,1
683,2020-01-03 14:00:00,386.2000000000698,7,3,0,6,26,5,14,5,1
684,2020-01-03 15:00:00,370.89999999990687,7,3,0,6,26,5,15,5,1
685,2020-01-03 16:00:00,371.2000000000698,7,3,0,6,26,5,16,5,1
686,2020-01-03 17:00:00,138.59999999997672,7,3,0,6,26,5,17,5,1
687,2020-01-04 04:00:00,578.5999999999767,-3,-6,1,1,71,-4,4,6,1
688,2020-01-04 05:00:00,580.2000000000697,-3,-6,1,1,71,-4,5,6,1
689,2020-01-04 06:00:00,583.7999999999303,6,-6,1,2,60,0,6,6,1
690,2020-01-04 07:00:00,576.5,6,-6,1,2,60,0,7,6,1
691,2020-01-04 08:00:00,583.4000000000233,6,-6,1,2,60,0,8,6,1
692,2020-01-04 09:00:00,572.9000000000233,6,-6,1,2,60,0,9,6,1
693,2020-01-04 10:00:00,531.9000000000234,6,-6,1,2,60,0,10,6,1
694,2020-01-04 11:00:00,628.3999999999069,6,-6,1,2,60,0,11,6,1
695,2020-01-04 12:00:00,573.1000000000931,9,2,1,9,30,5,12,6,1
696,2020-01-04 13:00:00,577.5999999999767,9,2,1,9,30,5,13,6,1
697,2020-01-04 14:00:00,339.0999999999767,9,2,1,9,30,5,14,6,1
698,2020-01-04 23:00:00,548.9000000000234,2,-2,1,3,78,0,23,6,1
699,2020-01-05 00:00:00,589.5,-2,-6,1,3,91,-4,0,7,1
700,2020-01-05 01:00:00,596.4000000000233,-2,-6,1,3,91,-4,1,7,1
701,2020-01-05 02:00:00,592.7999999999303,-2,-6,1,3,91,-4,2,7,1
702,2020-01-05 03:00:00,577.3000000000466,-2,-6,1,3,91,-4,3,7,1
703,2020-01-05 04:00:00,587.9000000000233,-2,-6,1,3,91,-4,4,7,1
704,2020-01-05 05:00:00,580.1999999999534,-2,-6,1,3,91,-4,5,7,1
705,2020-01-05 06:00:00,588.1999999999534,2,-5,1,7,84,-1,6,7,1
706,2020-01-05 07:00:00,136.90000000002328,2,-5,1,7,84,-1,7,7,1
707,2020-01-05 14:00:00,326.0999999999767,4,2,1,9,65,3,14,7,1
708,2020-01-05 15:00:00,101.10000000009312,4,2,1,9,65,3,15,7,1
709,2020-01-05 16:00:00,584.0999999999767,4,2,1,9,65,3,16,7,1
710,2020-01-05 17:00:00,549.5,4,2,1,9,65,3,17,7,1
711,2020-01-05 23:00:00,558.7999999999302,3,0,1,6,82,1,23,7,1
712,2020-01-06 00:00:00,604.8000000000466,0,0,0,6,95,0,0,1,2
713,2020-01-06 01:00:00,584.5999999999767,0,0,0,6,95,0,1,1,2
714,2020-01-06 02:00:00,593.2000000000697,0,0,0,6,95,0,2,1,2
715,2020-01-06 03:00:00,577.0,0,0,0,6,95,0,3,1,2
716,2020-01-06 04:00:00,588.3999999999069,0,0,0,6,95,0,4,1,2
717,2020-01-06 05:00:00,577.9000000000233,0,0,0,6,95,0,5,1,2
718,2020-01-06 06:00:00,515.5,0,0,0,6,94,0,6,1,2
719,2020-01-06 07:00:00,765.9000000000232,0,0,0,6,94,0,7,1,2
720,2020-01-06 08:00:00,684.5999999999767,0,0,0,6,94,0,8,1,2
721,2020-01-06 09:00:00,465.30000000004657,0,0,0,6,94,0,9,1,2
722,2020-01-06 10:00:00,371.0999999999767,0,0,0,6,94,0,10,1,2
723,2020-01-06 11:00:00,515.8000000000466,0,0,0,6,94,0,11,1,2
724,2020-01-06 12:00:00,581.7999999999303,1,0,0,10,92,0,12,1,2
725,2020-01-06 13:00:00,584.9000000000233,1,0,0,10,92,0,13,1,2
726,2020-01-06 14:00:00,575.0,1,0,0,10,92,0,14,1,2
727,2020-01-06 15:00:00,417.30000000004657,1,0,0,10,92,0,15,1,2
728,2020-01-06 16:00:00,371.5,1,0,0,10,92,0,16,1,2
729,2020-01-07 04:00:00,453.7999999999302,0,0,0,10,87,0,4,2,2
730,2020-01-07 05:00:00,584.5,0,0,0,10,87,0,5,2,2
731,2020-01-07 06:00:00,546.5,2,-1,0,13,75,0,6,2,2
732,2020-01-07 07:00:00,923.2000000000696,2,-1,0,13,75,0,7,2,2
733,2020-01-07 08:00:00,846.3999999999069,2,-1,0,13,75,0,8,2,2
734,2020-01-07 09:00:00,513.0,2,-1,0,13,75,0,9,2,2
735,2020-01-07 10:00:00,409.60000000009313,2,-1,0,13,75,0,10,2,2
736,2020-01-07 11:00:00,434.39999999990687,2,-1,0,13,75,0,11,2,2
737,2020-01-07 12:00:00,597.7000000000697,2,0,0,17,54,1,12,2,2
738,2020-01-07 13:00:00,577.6999999999534,2,0,0,17,54,1,13,2,2
739,2020-01-07 14:00:00,585.5999999999767,2,0,0,17,54,1,14,2,2
740,2020-01-07 15:00:00,581.4000000000233,2,0,0,17,54,1,15,2,2
741,2020-01-07 16:00:00,572.5,2,0,0,17,54,1,16,2,2
742,2020-01-07 17:00:00,110.30000000004655,2,0,0,17,54,1,17,2,2
743,2020-01-08 04:00:00,282.69999999995343,0,-2,0,24,48,-1,4,3,2
744,2020-01-08 05:00:00,591.5,0,-2,0,24,48,-1,5,3,2
745,2020-01-08 06:00:00,534.5999999999766,3,-3,0,21,42,0,6,3,2
746,2020-01-08 07:00:00,959.4000000000232,3,-3,0,21,42,0,7,3,2
747,2020-01-08 08:00:00,888.2000000000697,3,-3,0,21,42,0,8,3,2
748,2020-01-08 09:00:00,514.5,3,-3,0,21,42,0,9,3,2
749,2020-01-08 10:00:00,391.89999999990687,3,-3,0,21,42,0,10,3,2
750,2020-01-08 11:00:00,539.7000000000698,3,-3,0,21,42,0,11,3,2
751,2020-01-08 12:00:00,636.0,5,1,0,16,33,3,12,3,2
752,2020-01-08 13:00:00,615.2999999999303,5,1,0,16,33,3,13,3,2
753,2020-01-08 14:00:00,617.8000000000466,5,1,0,16,33,3,14,3,2
754,2020-01-08 15:00:00,585.1999999999534,5,1,0,16,33,3,15,3,2
755,2020-01-08 16:00:00,326.5,5,1,0,16,33,3,16,3,2
756,2020-01-09 03:00:00,358.7000000000698,-4,-6,0,2,79,-5,3,4,2
757,2020-01-09 04:00:00,578.0,-4,-6,0,2,79,-5,4,4,2
758,2020-01-09 05:00:00,573.0999999999767,-4,-6,0,2,79,-5,5,4,2
759,2020-01-09 06:00:00,539.4000000000234,4,-7,0,2,72,-1,6,4,2
760,2020-01-09 07:00:00,918.7999999999304,4,-7,0,2,72,-1,7,4,2
761,2020-01-09 08:00:00,853.6000000000931,4,-7,0,2,72,-1,8,4,2
762,2020-01-09 09:00:00,539.5,4,-7,0,2,72,-1,9,4,2
763,2020-01-09 10:00:00,464.0999999999767,4,-7,0,2,72,-1,10,4,2
764,2020-01-09 11:00:00,306.69999999995343,4,-7,0,2,72,-1,11,4,2
765,2020-01-09 12:00:00,605.7000000000697,5,2,0,8,39,3,12,4,2
766,2020-01-09 13:00:00,612.3999999999069,5,2,0,8,39,3,13,4,2
767,2020-01-09 14:00:00,600.8000000000466,5,2,0,8,39,3,14,4,2
768,2020-01-09 15:00:00,566.6999999999534,5,2,0,8,39,3,15,4,2
769,2020-01-10 02:00:00,363.80000000004657,1,-4,0,2,66,-1,2,5,2
770,2020-01-10 03:00:00,585.9000000000233,1,-4,0,2,66,-1,3,5,2
771,2020-01-10 04:00:00,588.1999999999534,1,-4,0,2,66,-1,4,5,2
772,2020-01-10 05:00:00,582.5,1,-4,0,2,66,-1,5,5,2
773,2020-01-10 06:00:00,539.4000000000234,4,-3,0,9,59,0,6,5,2
774,2020-01-10 07:00:00,769.1999999999533,4,-3,0,9,59,0,7,5,2
775,2020-01-10 08:00:00,904.4000000000232,4,-3,0,9,59,0,8,5,2
776,2020-01-10 09:00:00,498.0,4,-3,0,9,59,0,9,5,2
777,2020-01-10 10:00:00,425.2000000000698,4,-3,0,9,59,0,10,5,2
778,2020-01-10 11:00:00,357.39999999990687,4,-3,0,9,59,0,11,5,2
779,2020-01-10 12:00:00,307.6000000000932,5,3,0,13,32,4,12,5,2
780,2020-01-10 13:00:00,274.19999999995343,5,3,0,13,32,4,13,5,2
781,2020-01-10 14:00:00,242.30000000004657,5,3,0,13,32,4,14,5,2
782,2020-01-10 15:00:00,198.5,5,3,0,13,32,4,15,5,2
783,2020-01-10 16:00:00,132.09999999997672,5,3,0,13,32,4,16,5,2
784,2020-01-12 03:00:00,502.69999999995343,0,-5,1,2,64,-2,3,7,2
785,2020-01-12 04:00:00,594.5,0,-5,1,2,64,-2,4,7,2
786,2020-01-12 05:00:00,600.5,0,-5,1,2,64,-2,5,7,2
787,2020-01-12 06:00:00,546.3000000000466,2,-6,1,4,56,-2,6,7,2
788,2020-01-12 15:00:00,324.4000000000233,2,-1,1,10,34,0,15,7,2
789,2020-01-12 16:00:00,606.0,2,-1,1,10,34,0,16,7,2
790,2020-01-12 17:00:00,487.19999999995343,2,-1,1,10,34,0,17,7,2
791,2020-01-12 23:00:00,444.69999999995343,0,-4,1,4,51,-2,23,7,2
792,2020-01-13 00:00:00,599.5,-2,-8,0,14,45,-5,0,1,3
793,2020-01-13 01:00:00,607.5,-2,-8,0,14,45,-5,1,1,3
794,2020-01-13 02:00:00,589.1000000000931,-2,-8,0,14,45,-5,2,1,3
795,2020-01-13 03:00:00,598.0,-2,-8,0,14,45,-5,3,1,3
796,2020-01-13 04:00:00,592.0,-2,-8,0,14,45,-5,4,1,3
797,2020-01-13 05:00:00,582.5999999999767,-2,-8,0,14,45,-5,5,1,3
798,2020-01-13 06:00:00,544.4000000000234,-6,-8,0,14,48,-7,6,1,3
799,2020-01-13 07:00:00,892.0999999999768,-6,-8,0,14,48,-7,7,1,3
800,2020-01-13 08:00:00,905.2999999999304,-6,-8,0,14,48,-7,8,1,3
801,2020-01-13 09:00:00,569.2000000000697,-6,-8,0,14,48,-7,9,1,3
802,2020-01-13 10:00:00,487.0,-6,-8,0,14,48,-7,10,1,3
803,2020-01-13 11:00:00,463.69999999995343,-6,-8,0,14,48,-7,11,1,3
804,2020-01-13 12:00:00,628.4000000000233,-6,-8,0,14,48,-7,12,1,3
